,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
361,Hyperdimension Neptunia,81.64,0.44,"Feb 15, 2011","Idea Factory, Compile Heart",Role-Playing/General/General/Japanese-Style,45.0,6.7,T,PS3,No Online Multiplayer
362,Bravo Team,16.19,0.27,"Mar  6, 2018",Supermassive Games,Action/Shooter/First-Person/Arcade,45.0,4.7,T,PS4,2
363,Rodea the Sky Soldier,56.99,0.05,"Nov 10, 2015","Prope, Kadokawa",Action/Platformer/3D,45.0,5.7,E10+,3DS,-
364,Smart Bomb,,0.08,"May 10, 2005",Core Design Ltd.,Miscellaneous/Puzzle/Puzzle/General/Puzzle/General,45.0,6.2,E10+,PSP,Up to 4
365,Yet Another Zombie Defense HD,None,,"Jun 22, 2018",Awesome Games Studio,Strategy/Real-Time/Defense,45.0,4.5,M,XOne,Up to 4
366,Catwoman,,,"Jul 20, 2004",EA Games,Action Adventure/Modern,45.0,4.2,T,Xbox,1 Player
367,Earthworm Jim 2,,,"May 31, 2002",Super Empire,Action/Platformer/2D,45.0,6.0,E,Game Boy Advance,1-2
368,Shadow the Hedgehog,,1.35,"Nov 15, 2005",Sonic Team,Action/Platformer/3D,45.0,5.9,E10+,PS2,1-2
369,Crash: Mind Over Mutant,21.01,0.42,"Oct  7, 2008",TOSE,Action/Platformer/Platformer/3D/3D,45.0,5.5,E,DS,-
370,Battlestar Galactica,33.16,,"Oct 23, 2007",Auran,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,45.0,-,E10+,PC,16  Online
371,Rodea the Sky Soldier,56.99,0.14,"Nov 10, 2015","Prope, Kadokawa",Action/Platformer/3D,45.0,6.4,E10+,WiiU,-
372,Warriors: Legends of Troy,27.12,0.19,"Mar 15, 2011",Tecmo Koei Canada,Action/General/General,44.0,7.3,M,PS3,No Online Multiplayer
373,Ford Bold Moves Street Racing,25.48,,"Sep 25, 2006",Razorworks Studios,Driving/Racing/GT / Street,44.0,-,E,Xbox,2  Online
374,Darkest of Days,31.58,0.1,"Sep 10, 2009",8Monkey Labs,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,44.0,4.9,M,X360,1 Player
375,The Scourge Project: Episodes 1 and 2,62.3,,"Apr  9, 2010",Tragnarion Studios,Action/Shooter/Shooter/First-Person/Sci-Fi/Arcade,44.0,4.4,-,PC,4  Online
376,Remothered: Broken Porcelain,21.94,,"Oct 13, 2020",Stormind Games,Adventure/3D/First-Person,44.0,6.3,M,PS4,No Online Multiplayer
377,Sword of the Stars II: Lords of Winter,None,,"Oct 28, 2011",Kerberos Productions,Strategy/Turn-Based/General/Sci-Fi/Sci-Fi,44.0,4.7,T,PC,-
378,Zoo Tycoon DS,,0.98,"Oct 11, 2005",Altron,Strategy/Tycoon/Management/Tycoon/Business / Tycoon,44.0,6.6,E,DS,No Online Multiplayer
379,Teenage Mutant Ninja Turtles: Mutants in Manhattan,26.5,0.12,"May 24, 2016",PlatinumGames,Action/Beat-'Em-Up/3D,44.0,5.5,T,PS4,Up to 4
380,Dinotopia: The Sunstone Odyssey,,,"Aug  5, 2003",Vicious Cycle,Action Adventure/Fantasy,44.0,-,T,Xbox,1 Player
381,Superman: The Man of Steel,,,"Nov 19, 2002",Circus Freak,Action/Beat-'Em-Up,44.0,5.4,T,Xbox,1 Player
382,ESPN National Hockey Night,,,"Mar 25, 2001",Kush Games,Sports/Traditional/Ice Hockey/Sim,44.0,-,E,PS2,1-4
383,Watchmen: The End Is Nigh Part 2,None,0.1,"Aug 26, 2009",Deadline Games,Action/Beat-'Em-Up/Beat-'Em-Up/2D,44.0,6.2,M,X360,1-2
384,Hummer Badlands,13.67,,"Apr 14, 2006",Eutechnyx,Driving/Racing/Rally / Offroad,44.0,6.0,E,Xbox,1-2
385,TMNT: Mutant Melee,,,"Mar 16, 2005",Konami Computer Entertainment Hawaii,Action/Fighting/3D,44.0,6.8,T,GameCube,2  Online
386,Last Rebellion,36.83,0.09,"Feb 23, 2010",Hit Maker,Role-Playing/Action RPG/Console-style RPG/Console-style RPG/Japanese-Style,44.0,4.7,T,PS3,1 Player
387,Chronovolt,83.87,,"Dec 31, 2012",Playerthree,Puzzle/Action/General/General,44.0,3.2,E,PSV,-
388,Dead Island: Ryder White,11.06,,"Feb  1, 2012",Techland,Action Adventure/Horror/Horror/Survival,44.0,6.2,M,X360,-
389,The Mummy Returns,,,"Oct  3, 2001",Blitz Games,Action Adventure/Fantasy,44.0,6.6,T,PS2,1 Player
390,State of Emergency 2,19.47,0.08,"Feb 14, 2006",DC Studios,Action/Shooter/Third-Person/Modern,44.0,6.0,M,PS2,1-4
391,AeternoBlade II,24.52,,"Oct 11, 2019",Corecell Technology,Action/Platformer/2D,44.0,4.4,T,NS,No Online Multiplayer
392,Fimbul,24.36,,"Feb 28, 2019",Zaxis,Action Adventure/General,44.0,-,-,NS,No Online Multiplayer
393,Golden Axe: Beast Rider,30.41,0.32,"Oct 14, 2008",Secret Level,Action/General/General,44.0,5.7,M,PS3,No Online Multiplayer
394,MotoGP 08,17.27,,"Mar 24, 2009",Milestone S.r.l,Driving/Racing/Simulation/Motorcycle/Automobile/Street/Street,44.0,5.4,E,Wii,1-2
395,Hard Rock Casino,8.5,0.14,"Apr 24, 2007",Farsight Studios,Miscellaneous/Parlor/Gambling/Gambling,44.0,-,T,PSP,8  Online
396,Balan Wonderworld,20.0,,"Mar 26, 2021","Square Enix, Arzest, Balan Company",Action/Platformer/3D,44.0,6.4,E10+,PS4,No Online Multiplayer
397,Bubsy: The Woolies Strike Back,37.96,,"Oct 31, 2017",Black Forest Games,Action/Platformer/2D,44.0,5.5,-,PC,No Online Multiplayer
398,"Harry Potter and the Deathly Hallows, Part 2",26.9,,"Jul 12, 2011",EA Bright Light,Action/Shooter/Shooter/Third-Person/Fantasy/Fantasy/Arcade,44.0,4.9,T,X360,-
399,Swashbucklers: Blue vs. Grey,17.95,,"Nov  8, 2007",Akella,Action Adventure/Historic/General/Historic,44.0,3.8,M,PC,-
400,Discs of Tron,42.0,,"Feb 13, 2008",Backbone Charlottetown,Action/General/General/Arcade,44.0,6.7,E,X360,2  Online
401,Splat Renegade Paintball,,,"Oct 11, 2005",Cat Daddy Games,Sports/Alternative/Other,44.0,-,T,Xbox,14  Online
402,Big Mutha Truckers 2,,,"Aug 23, 2005",Eutechnyx,Driving/Racing/Mission-based/Arcade/Mission-based/Automobile,44.0,2.8,M,PC,-
403,Warriors Orochi 2,18.3,0.06,"Sep 23, 2008",Omega Force,Action/Beat-'Em-Up/Beat-'Em-Up/3D,44.0,8.1,T,X360,1-2
404,Big Beach Sports,7.3,1.2,"Jun 24, 2008",HB Studios Multimedia,Sports/General/General,44.0,7.9,E,Wii,No Online Multiplayer
405,The Sacred Rings,None,,"Mar  7, 2007",Streko-Graphics Inc.,Adventure/3D/First-Person/Fantasy,44.0,-,E10+,PC,1 Player
406,Transformers: Rise of the Dark Spark,34.44,,"Jun 24, 2014",Edge of Reality,Action Adventure/Sci-Fi/General,44.0,5.4,T,X360,-
407,Tetris Worlds,,,"Mar 20, 2002",Blue Planet Software,Miscellaneous/Puzzle/Puzzle/Stacking,44.0,6.1,E,PS2,1-4
408,NFL QB Club 2001,,,"Jul 30, 2000",High Voltage Software,Sports/Traditional/Football/Sim,44.0,-,E,Dreamcast,-
409,Q*bert: Rebooted,None,,"Feb 17, 2015",LOOT Entertainment,Action/General/Arcade,44.0,4.8,E,PS4,-
410,Risen 3: Titan Lords,16.76,0.06,"Aug 12, 2014",Piranha Bytes,Role-Playing/General/Action RPG,44.0,4.7,M,X360,-
411,Army Men: Sarge's War,,,"Aug  2, 2004",Tactical Development,Action/Shooter/Third-Person/Modern,44.0,-,T,Xbox,1-4
412,Pac-Man World 3,,0.17,"Dec  7, 2005","Blitz Games, Human Soft",Action/Platformer/Platformer/3D/3D,44.0,6.7,E,DS,-
413,Combat of Giants: Dinosaurs 3D,None,0.39,"Mar 27, 2011",Ubisoft,Action Adventure/Historic/General/Historic,44.0,5.3,E10+,3DS,-
414,Husk,None,,"Feb  3, 2017",UndeadScout,Action Adventure/Survival,44.0,4.2,-,PC,-
415,Naughty Bear: Panic in Paradise,24.98,,"Oct  8, 2012",Behaviour Interactive,Action/General/General,44.0,7.5,T,PS3,-
416,Johnny Kung Fu,36.95,,"Jul 12, 2012",UFO Interactive,Action/General/General,44.0,4.9,E10+,3DS,1 Player
417,FunTown Mahjong,None,,"Jan 28, 2009",FunTown World Limited,Miscellaneous/Puzzle/Puzzle/Puzzle/Matching/Board / Card Game/Matching,44.0,-,E,X360,4  Online
418,Crash Time: Autobahn Pursuit,None,,"Aug  5, 2008",Synetic,Driving/Racing/Arcade/Arcade/Automobile,44.0,7.2,T,X360,1-2
419,Godzilla: Unleashed,60.78,,"Dec  5, 2007","Pipeworks Software, Inc.",Action/Action Adventure/Sci-Fi/Fighting/General/3D,44.0,7.3,E10+,Wii,No Online Multiplayer
420,Beowulf: The Game,7.25,,"Nov 13, 2007",Ubisoft,Action Adventure/Fantasy/General/Fantasy,44.0,5.1,M,PC,1 Player
421,NeverEnd (2006),None,,"Oct  2, 2006",Mayhem Studios,Role-Playing/Console-style RPG/Console-style RPG/Japanese-Style,44.0,4.8,T,PC,1 Player
422,Jonny Moseley Mad Trix,,,"Dec 26, 2001",3DO,Sports/Alternative/Snowboarding,44.0,5.7,T,PS2,1 Player
423,Street Trace: NYC,38.19,,"Aug 22, 2007",Gaia Industries,Simulation/Driving/Car Combat/Car Combat/Vehicle/Combat,44.0,6.6,E10+,X360,8  Online
424,Tom Clancy's Ghost Recon Advanced Warfighter,12.74,0.06,"Mar 28, 2006",Ubisoft Shanghai,Action/Shooter/First-Person/Tactical/Modern,44.0,4.5,T,PS2,8  Online
425,Harmonix Music VR,48.45,,"Oct 10, 2016",Harmonix Music Systems,Action/Rhythm/Dancing,44.0,6.4,E,PS4,-
426,Cops 2170: The Power of Law,,,"Jan 27, 2005",Mist Land,Strategy/Real-Time/Sci-Fi/Sci-Fi/General,44.0,8.0,T,PC,1 Player
427,Oddworld: Munch's Oddysee,,,"Sep 24, 2003",Art,Action/Platformer/2D,44.0,2.9,E,Game Boy Advance,1 Player
428,Dragonriders: Chronicles of Pern,,,"Aug 13, 2001",Ubisoft,Role-Playing/Adventure/General/General,44.0,5.8,T,PC,-
429,Of Bird and Cage,None,,"May 20, 2021",Capricia Productions,Adventure/3D/First-Person,44.0,7.0,-,PC,No Online Multiplayer
430,Iron Man,18.56,0.63,"May  2, 2008",Artificial Mind and Movement,Action/Action Adventure/General/General,44.0,6.4,T,PSP,No Online Multiplayer
431,Yu-Gi-Oh! The Falsebound Kingdom,,,"Nov  4, 2003",Konami,Strategy/Real-Time/Fantasy,44.0,7.3,E,GameCube,1 Player
432,Mike Tyson Boxing,,,"Mar  6, 2002",Virtucraft,Sports/Traditional/Boxing,44.0,-,E,Game Boy Advance,1-2
433,Mike Tyson Boxing,,,"Oct 23, 2000",Codemasters,Sports/Traditional/Boxing,44.0,-,T,PlayStation,-
434,TotemBall,None,,"Oct  4, 2006",Strange Flavour,Action/Miscellaneous/Rhythm/Music/Music,44.0,3.0,E,X360,1-2
435,Hellboy: The Science of Evil,18.8,0.11,"Jun 24, 2008",Krome Studios,Action/Action Adventure/Beat-'Em-Up/Beat-'Em-Up/Linear,44.0,5.1,T,X360,2  Online
436,Vaccine,None,,"Jul  6, 2017",Rainy Night Creations,Action Adventure/Survival,44.0,4.2,M,NS,No Online Multiplayer
437,Cortex Command,78.49,,"Sep 28, 2012",Data Realms,Action/Strategy/Real-Time/Platformer/Platformer/2D/2D/Command,44.0,7.3,-,PC,No Online Multiplayer
438,NPPL Championship Paintball 2009,8.31,0.12,"Nov 25, 2008",FUN Labs,Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,44.0,6.6,E10+,X360,Up to 14
439,Iron Man,18.56,0.59,"May  2, 2008",Artificial Mind and Movement,Action/Action Adventure/General/General,44.0,6.8,T,Wii,No Online Multiplayer
440,Black Stone: Magic & Steel,,,"Mar 19, 2003",Xpec,Role-Playing/Console-style RPG,44.0,7.1,T,Xbox,1-4
441,Ridge Racer,30.35,0.18,"Mar 13, 2012","Namco Bandai Games, Cellius",Driving/Racing/Arcade/Arcade/Automobile,44.0,3.9,E10+,PSV,Up to 8
442,Battleship,13.47,,"May 15, 2012",Double Helix Games,Action/Miscellaneous/Shooter/Board Games/Shooter/Board Games/First-Person/Sci-Fi/Tactical,44.0,2.8,T,PS3,No Online Multiplayer
443,SunAge,None,,"Nov 30, 2007",Vertex 4,Strategy/Real-Time/Sci-Fi/Sci-Fi/General,44.0,7.5,T,PC,4  Online
444,Submersed,80.88,,"Jul 17, 2019",Main Loop,Action Adventure/Survival,44.0,4.5,M,PS4,No Online Multiplayer
445,Mindjack,7.98,0.18,"Jan 18, 2011",FeelPlus,Action/Shooter/Shooter/First-Person/Third-Person/Sci-Fi/Sci-Fi/Sci-Fi/Modern/Arcade,44.0,1.9,M,PS3,-
446,Waking,59.31,,"Jun 18, 2020",Jason Oda,Action/General,44.0,2.7,-,PC,No Online Multiplayer
447,Infinity Runner,43.23,,"Apr 22, 2015",Wales Interactive,Action/General/Arcade,44.0,6.3,T,XOne,No Online Multiplayer
448,Tony Hawk Ride,31.65,0.61,"Nov 17, 2009",Robomodo,Sports/Alternative/Individual/Skateboarding/Skateboarding/Skate / Skateboard,44.0,2.0,E10+,PS3,-
449,Combat: Task Force 121,,,"Mar 27, 2005",Direct Action Games,Action/Shooter/First-Person/Tactical/Modern,44.0,7.3,M,Xbox,16  Online
450,Empire of Magic,,,"Apr 30, 2003",Mayhem Studios,Strategy/Turn-Based/Fantasy/General/Fantasy,44.0,-,T,PC,1-2
451,Evolution Skateboarding,,,"Oct  9, 2002",Konami,Sports/Alternative/Skateboarding,44.0,7.4,T,PS2,1-2
452,Salt Lake 2002,,,"Jan 23, 2002",Attention To Detail,Sports/Olympic Sports/Olympic Sports/Individual/Athletics,44.0,-,E,PC,1-4
453,Calvino Noir,15.78,,"Aug 25, 2015",Calvino Noir Ltd.,Action Adventure/General,44.0,7.1,T,PS4,-
454,Tornado,None,0.07,"Oct 27, 2008",Skonec,Action/General/General,44.0,-,E,DS,-
455,MilitAnt,None,,"Jul 12, 2016",Xibalba Studios,Action/Platformer/Shooter/2D/Shoot-'Em-Up/Vertical,44.0,5.4,E10+,PS4,-
456,Pirates vs Ninjas Dodgeball,None,,"Sep  3, 2008",Blazing Lizard,Sports/Alternative/Individual/Other/Other,44.0,6.6,E10+,X360,8  Online
457,Buffy the Vampire Slayer: Wrath of the Darkhul King,,,"Jun 24, 2003",Natsume,Action/Beat-'Em-Up,44.0,8.8,T,Game Boy Advance,1 Player
458,Metal Dungeon,,,"Dec 15, 2002",Panther Software,Role-Playing/Action RPG,44.0,6.0,T,Xbox,1 Player
459,Jurassic Park III: The DNA Factor,,,"Jul 16, 2001",Konami Computer Entertainment Hawaii,Action/Platformer/2D,44.0,5.4,E,Game Boy Advance,1 Player
460,Bombshell (2016),None,,"Jan 29, 2016",Interceptor Entertainment,Role-Playing/Action RPG,43.0,3.8,M,PC,-
461,Enemy Front,16.84,0.06,"Jun 10, 2014",CI Games,Shooter/Historic/Action/Shooter/First-Person/Tactical/Historic,43.0,5.8,M,PS3,-
462,Terminator Salvation,14.32,0.53,"May 19, 2009",GRIN,Action/General/General/Shooter/Third-Person/Arcade,43.0,4.1,T,PS3,No Online Multiplayer
463,Turning Point: Fall of Liberty,8.95,0.29,"Feb 26, 2008",Spark Unlimited,Action/Shooter/Shooter/First-Person/Historic/Historic/Arcade,43.0,6.6,T,X360,Up to 8
464,Star Trek The Video Game,69.12,,"Apr 23, 2013",Digital Extremes,Action Adventure/Sci-Fi/Sci-Fi/General,43.0,2.3,T,PC,-
465,Danger Girl,,,"Sep  6, 2000",n-Space,Action/Shooter/Third-Person/Modern,43.0,5.8,T,PlayStation,1 Player
466,Word Puzzle,14.76,,"Nov  7, 2007",InterServ International,Miscellaneous/Puzzle/Puzzle/General/Logic/General,43.0,-,E,X360,4  Online
467,Devil's Third,35.24,,"Aug 28, 2015",Valhalla Game Studios,Action Adventure/General/Modern/Action/Shooter/Third-Person/Arcade,43.0,6.7,M,WiiU,Up to 16
468,Everreach: Project Eden,None,,"Dec  4, 2019",Elder Games,Action/Shooter/Third-Person/Arcade,43.0,4.8,-,PC,No Online Multiplayer
469,Blood Knights,None,,"Nov  1, 2013",Deck 13,Role-Playing/Action Adventure/Fantasy/General/Fantasy/Action RPG,43.0,4.9,M,X360,-
470,Digimon World Data Squad,None,0.24,"Sep 18, 2007",Bec,Role-Playing/General,43.0,7.7,E10+,PS2,1 Player
471,Six Flags Fun Park,7.95,0.4,"Mar  3, 2009",7 Studios,Action/Miscellaneous/General/Party/Party / Minigame,43.0,7.1,E10+,Wii,-
472,Monster Jam,20.09,0.2,"Nov 13, 2007",Torus Games,Driving/Racing/Simulation/Truck/Truck/Automobile,43.0,6.4,E,X360,1-4
473,Ghostbusters: Sanctum of Slime,77.0,,"Mar 23, 2011",Behavior Studios,Action Adventure/Modern/Sci-Fi/Sci-Fi/General,43.0,4.7,E10+,PC,-
474,Power Rangers Super Megaforce,None,0.03,"Oct 28, 2014","Bandai Namco Games, 7thChord",Action/General,43.0,5.0,E10+,3DS,-
475,Quantum Theory,20.2,0.19,"Sep 28, 2010",Tecmo,Action/Shooter/Shooter/Third-Person/Fantasy/Fantasy/Arcade,43.0,5.1,M,PS3,10  Online
476,John Deere: Harvest in the Heartland,None,0.29,"Nov 20, 2007",Black Lantern Studios,Strategy/Tycoon/Management/Tycoon/Business / Tycoon,43.0,-,E,DS,1 Player
477,New Rally-X,None,,"Dec 27, 2006",Bandai Namco Games,Action/Driving/General/General/Arcade,43.0,5.3,E,X360,1 Player
478,"Harry Potter and the Deathly Hallows, Part 2",26.9,,"Jul 12, 2011",,Action/Shooter/Shooter/Third-Person/Fantasy/Fantasy/Arcade,43.0,4.5,T,PC,-
479,Empire of Sin,28.42,,"Dec  1, 2020",Romero Games Ltd.,Action Adventure/General,43.0,5.1,M,PS4,No Online Multiplayer
480,FIFA 20: Legacy Edition,13.57,,"Sep 27, 2019",Electronic Arts,Sports/Team/Soccer/Sim,43.0,0.7,E,NS,Up to 22
481,Soldner: Secret Wars,,,"Jun 22, 2004",Wings Simulations,Action/Shooter/Shooter/Third-Person/Tactical/Modern,43.0,4.2,T,PC,1-32
482,Spuds Unearthed,24.74,,"Apr 24, 2020",Gamedust,Strategy/Real-Time/General,43.0,7.0,E10+,PS4,No Online Multiplayer
483,Hatred,None,0.24,"Jun  1, 2015",Destructive Creations,Modern/Action/Shooter/Third-Person/Shoot-'Em-Up/Arcade/Top-Down,43.0,4.8,AO,PC,No Online Multiplayer
484,Flushed Away,9.99,,"Oct 24, 2006",Monkey Bar Games,Action/Platformer/3D,43.0,5.8,E,PS2,1-2
485,New Gundam Breaker,None,0.13,"Jun 22, 2018",Bandai Namco Games,Action/General,43.0,3.2,T,PS4,Up to 6
486,PDC World Championship Darts 2008,7.81,0.01,"Jun 16, 2009",Oxygen Interactive,Sports/Alternative/Individual/Other/Other,43.0,-,E10+,PSP,-
487,PlayStation Move Ape Escape,6.76,0.04,"Jul  5, 2011",SCE Japan Studio,Miscellaneous/Party/Party/Party / Minigame,43.0,4.3,E10+,PS3,No Online Multiplayer
488,1950s Lawn Mower Kids,40.58,,"Nov  3, 2011",Zordix,Miscellaneous/Puzzle/Action/General/General,43.0,-,E,DS,No Online Multiplayer
489,Painkiller Redemption,4.78,,"Feb 25, 2011",Eggtooth Team,Action/Shooter/First-Person/Arcade,,3.0,M,PC,-
490,Final Fight: Streetwise,36.65,0.05,"Feb 28, 2006",Capcom,Action/Beat-'Em-Up,43.0,7.7,M,PS2,1-2
491,Zathura,,0.12,"Nov  2, 2005",High Voltage Software,Action Adventure/Sci-Fi,43.0,2.0,E10+,PS2,1 Player
492,Pac-Man Party 3D,39.47,0.15,"Nov  8, 2011",Namco Bandai Games,Miscellaneous/Party/Party/Party / Minigame,43.0,4.9,E,3DS,-
493,G.I. Joe: The Rise of Cobra,11.0,0.21,"Aug  4, 2009",Double Helix Games,Action/General/General/Shooter/Third-Person/Arcade,43.0,4.8,T,PS3,1-2
494,Sonic the Hedgehog,23.18,1.15,"Jan 30, 2007",Sonic Team,Action/Platformer/Platformer/3D/2D/3D,43.0,4.5,E10+,PS3,No Online Multiplayer
495,Super Dungeon Bros,12.16,0.03,"Nov  1, 2016",React Games,Action/Role-Playing/General/Roguelike,43.0,2.0,E10+,PS4,Up to 4
496,Omerta: City of Gangsters,11.7,,"Feb 12, 2013","Kalypso, Haemimont Games",Simulation/Strategy/Turn-Based/General/General/General/Tactics,43.0,3.5,T,X360,2
497,MLB Slugfest 20-04,,,"Mar 18, 2003",Handheld Games,Sports/Traditional/Baseball/Arcade,43.0,-,E,Game Boy Advance,1 Player
498,ECW Anarchy Rulz,,,"Aug 18, 2000",Acclaim,Action/Fighting/Wrestling,43.0,6.4,E,PlayStation,-
499,Star Wars The Clone Wars: Republic Heroes,17.75,0.39,"Oct  6, 2009",Krome Studios,Action Adventure/Sci-Fi/Sci-Fi/General,43.0,6.2,T,X360,No Online Multiplayer
500,Yaiba: Ninja Gaiden Z,26.0,0.09,"Mar 18, 2014","Spark Unlimited, comcept",Horror/Action Adventure/General/Horror/Survival/Linear,43.0,4.4,M,PS3,No Online Multiplayer
501,America's Army: True Soldiers,None,0.08,"Nov 15, 2007",Red Storm Entertainment,Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,43.0,6.7,T,X360,16  Online
502,"Harry Potter and the Deathly Hallows, Part 2",26.9,,"Jul 12, 2011",EA Bright Light,Action/Shooter/Shooter/Third-Person/Fantasy/Fantasy/Arcade,43.0,5.6,T,PS3,-
503,The Golden Compass,7.88,0.6,"Dec  4, 2007",Artificial Mind and Movement,Action Adventure/Fantasy/General/Fantasy,43.0,5.2,E10+,DS,2  Online
504,Myst,46.49,4.88,"May 13, 2008",Hoplite Research,Adventure/3D/Point-and-Click/First-Person/Fantasy/Fantasy,43.0,2.9,E,DS,No Online Multiplayer
505,Dead or Alive Xtreme 3: Fortune,80.83,0.06,"Mar 24, 2016",Team Ninja,Sports/Volleyball/Team,43.0,7.5,-,PS4,-
506,Surgeon Simulator: Experience Reality,None,,"Dec  3, 2016",Bossa Studios,Simulation/Virtual/Career,43.0,4.3,T,PS4,-
507,Cruis'n  Exotica,,,"Oct 16, 2000",Gratuitous Games,Driving/Racing/Arcade,43.0,7.6,E,Nintendo 64,-
508,Backyard Wrestling 2: There Goes the Neighborhood,,,"Nov 16, 2004",Paradox Development,Action/Fighting/Wrestling,43.0,-,M,Xbox,1-2
509,Dead Alliance,10.91,0.04,"Aug 29, 2017","IllFonic, Maximum Games, Psyop",Action/General/Shooter/First-Person/Tactical,43.0,3.4,M,XOne,Up to 8
510,Will of Steel,,,"Feb  4, 2005",Gameyus Interactive,Strategy/Real-Time/Military/General/Military,43.0,6.5,T,PC,1 Player
511,Rise of the Guardians,14.13,,"Nov 20, 2012","Torus Games, D3Publisher",Adventure/General/General,43.0,3.6,E10+,X360,Up to 4
512,Star Wars The Clone Wars: Republic Heroes,17.75,0.44,"Oct  6, 2009","LucasArts, Krome Studios",Action Adventure/Sci-Fi/Sci-Fi/General,43.0,5.3,T,PS3,No Online Multiplayer
513,Tron,32.0,0.59,"Jan  9, 2008",Backbone Entertainment,Action/Miscellaneous/General/General/Party / Minigame,43.0,7.0,E,X360,2  Online
514,Farscape: The Game,,,"Aug  8, 2002",Red Lemon Studios,Action Adventure/Sci-Fi/Sci-Fi/General,43.0,-,T,PC,-
515,Justice League Heroes,34.99,0.09,"Oct 17, 2006",Sensory Sweep,Role-Playing/Action RPG/Action RPG,43.0,6.3,E10+,DS,1 Player
516,Gardening Mama 2: Forest Friends,None,0.01,"Apr 29, 2014",Racjin,Simulation/Strategy/General/Virtual/Career,43.0,-,E,3DS,-
517,Ben 10: Omniverse,23.73,,"Nov 18, 2012",Vicious Cycle,Role-Playing/Massively Multiplayer Online/Fantasy/Action/General/General,43.0,6.1,E10+,WiiU,Massively Multiplayer
518,Hot Wheels: Beat That!,16.8,0.17,"Sep 26, 2007",Eutechnyx,Driving/Racing/Arcade/Arcade/Automobile,43.0,6.6,E,X360,No Online Multiplayer
519,TMNT: Mutant Melee,,,"Mar 15, 2005",Konami Computer Entertainment Hawaii,Action/Fighting/3D,43.0,6.3,T,Xbox,2  Online
520,Naughty Bear,24.98,0.44,"Jun 25, 2010",Artificial Mind and Movement,Action/General/General,43.0,5.8,T,PS3,Up to 4
521,Bliss Island,None,,"Mar 12, 2008",Pompom Software,Miscellaneous/Puzzle/Puzzle/General/General,43.0,7.0,E,X360,2  Online
522,Jeremy McGrath Supercross 2000,,,"Jul 14, 2000",Acclaim,Driving/Racing/Motorcycle/Motocross,43.0,-,E,PlayStation,-
523,Transformers: Rise of the Dark Spark,34.44,,"Jun 24, 2014",Edge of Reality,Action Adventure/Sci-Fi/General,43.0,4.2,T,PS4,Up to 4
524,Funk of Titans,None,,"Jan  9, 2015",A Crowd of Monsters,Action/Platformer/2D,43.0,4.3,T,XOne,-
525,RollerCoaster Tycoon World,None,0.18,"Nov 16, 2016",Nvizzio Creations,Tycoon/Strategy/Management/Business / Tycoon,43.0,2.1,E,PC,No Online Multiplayer
526,Air Conflicts: Vietnam,19.66,,"Oct  2, 2013","bitComposer Games, bitComposer",Action/Simulation/Flight/Flight/Combat,43.0,2.9,T,PC,-
527,Asphalt 3D,23.32,0.49,"Mar 22, 2011",Gameloft,Driving/Racing/General/General/Arcade/Automobile,43.0,5.4,E10+,3DS,-
528,Fast Draw Showdown,None,,"Jan  4, 2010","Digital Leisure Inc., Digital Leisure",Action/Shooter/Shooter/First-Person/Light Gun/Light Gun/Modern,43.0,-,T,Wii,1-2
529,NBA Live 14,4.99,0.27,"Nov 19, 2013",EA Sports,Arcade/Sports/Traditional/Team/Basketball/Arcade,43.0,2.6,E,PS4,2
530,Dynasty Warriors 6,6.79,0.25,"Nov 18, 2008","Koei, Omega Force",Action/Beat-'Em-Up,43.0,6.1,T,PS2,1-2
531,Ice Age: Continental Drift - Arctic Games,32.93,,"Jul 10, 2012",Activision,Action/Platformer/Platformer/3D/3D,43.0,5.9,E,X360,No Online Multiplayer
532,Naughty Bear,24.98,0.41,"Jun 25, 2010",Artificial Mind and Movement,Action/General/General,43.0,5.6,T,X360,Up to 4
533,Deadfall Adventures,22.3,0.01,"Nov 15, 2013",The Farm 51,Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade,43.0,7.7,M,X360,-
534,Furu Furu Park,None,0.05,"Jan 17, 2008","Taito Corporation, 505 Games",Miscellaneous/Party/Party/Party / Minigame,43.0,4.8,E10+,Wii,No Online Multiplayer
535,Battle: Los Angeles,None,,"Mar 22, 2011",Saber Interactive,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,43.0,4.3,T,PS3,-
536,Rengoku: The Tower of Purgatory,,0.11,"Apr 26, 2005",Neverland,Action Adventure/Fantasy/General/Fantasy,43.0,6.1,M,PSP,1-4
537,WWE 2K20,26.46,,"Oct 22, 2019",Visual Concepts,Sports/Individual/Combat/Wrestling,43.0,1.6,T,PS4,Up to 6
538,Mindjack,7.98,0.1,"Jan 18, 2011",FeelPlus,Action/Shooter/Shooter/Third-Person/Sci-Fi/Modern/Arcade,43.0,1.4,M,X360,-
539,Enki,31.0,,"Jul 31, 2015",Storm in a Teacup,Adventure/3D/First-Person,43.0,4.5,-,PC,No Online Multiplayer
